DATE,Open,High,Low,Close*,Adj Close**,Volume
2022-12-16,"3,890.50","3,904.25","3,842.00",3871.47,3871.47,"1,965,701"
2022-12-15,"4,004.25","4,010.25","3,878.50",3897.00,3897.00,"560,669"
2022-12-14,"4,021.75","4,073.00","3,965.25",3998.00,3998.00,"712,439"
2022-12-13,"3,989.25","4,145.00","3,985.00",4022.25,4022.25,"1,419,560"
2022-12-12,"3,933.00","3,992.75","3,924.50",3991.75,3991.75,"1,619,977"
2022-12-09,"3,964.75","3,990.00","3,930.00",3936.25,3936.25,"1,739,761"
2022-12-08,"3,935.75","3,977.25","3,916.00",3965.75,3965.75,"1,708,915"
2022-12-07,"3,944.50","3,961.50","3,914.00",3936.75,3936.75,"1,756,473"
2022-12-06,"4,005.75","4,014.75","3,921.50",3945.00,3945.00,"1,869,101"
2022-12-05,"4,074.00","4,075.75","3,987.25",4003.25,4003.25,"1,497,688"
2022-12-02,"4,077.50","4,085.50","4,006.75",4075.50,4075.50,"1,849,784"
2022-12-01,"4,094.50","4,110.00","4,054.50",4081.75,4081.75,"1,834,073"
2022-11-30,"3,962.25","4,093.50","3,942.75",4081.25,4081.25,"2,479,997"
2022-11-29,"3,972.00","3,990.25","3,941.25",3962.00,3962.00,"1,500,171"
2022-11-28,"4,020.25","4,024.00","3,960.25",3970.25,3970.25,"1,481,503"
2022-11-25,"4,038.75","4,049.25","4,024.75",4032.50,4032.50,"608,795"
2022-11-23,"4,010.00","4,039.50","4,002.00",4033.00,4033.00,"1,281,153"
2022-11-22,"3,957.75","4,012.50","3,945.25",4010.25,4010.25,"1,161,999"
2022-11-21,"3,972.50","3,982.00","3,937.50",3958.00,3958.00,"1,178,421"
2022-11-18,"3,960.50","3,994.00","3,942.50",3974.00,3974.00,"1,534,155"
2022-11-17,"3,977.25","3,990.25","3,912.50",3955.25,3955.25,"1,560,808"
2022-11-16,"3,992.00","4,015.75","3,962.00",3968.50,3968.50,"1,502,501"
2022-11-15,"3,974.75","4,050.75","3,960.00",3999.50,3999.50,"2,230,543"
2022-11-14,"3,984.00","4,017.50","3,964.00",3966.00,3966.00,"1,592,615"
2022-11-11,"3,973.00","4,009.75","3,951.00",4000.25,4000.25,"1,927,068"
2022-11-10,"3,757.00","3,973.50","3,751.50",3961.00,3961.00,"2,408,104"
2022-11-09,"3,832.50","3,848.75","3,750.00",3755.50,3755.50,"1,889,153"
2022-11-08,"3,812.75","3,867.00","3,792.75",3835.25,3835.25,"1,878,046"
2022-11-07,"3,750.00","3,821.75","3,738.25",3815.25,3815.25,"1,483,146"
2022-11-04,"3,724.00","3,805.50","3,711.00",3779.50,3779.50,"2,494,788"
2022-11-03,"3,766.75","3,782.50","3,704.25",3727.75,3727.75,"1,887,557"
2022-11-02,"3,863.00","3,907.00","3,760.25",3768.75,3768.75,"2,210,708"
2022-11-01,"3,884.00","3,928.00","3,852.50",3866.00,3866.00,"1,895,614"
2022-10-31,"3,911.50","3,914.75","3,872.25",3883.00,3883.00,"2,002,625"
2022-10-28,"3,798.25","3,924.25","3,776.75",3911.25,3911.25,"2,084,386"
2022-10-27,"3,844.25","3,870.75","3,757.50",3819.50,3819.50,"2,211,786"
2022-10-26,"3,841.00","3,897.50","3,824.25",3841.00,3841.00,"2,118,534"
2022-10-25,"3,803.25","3,874.25","3,790.00",3870.25,3870.25,"1,836,723"
2022-10-24,"3,771.00","3,822.00","3,736.50",3809.25,3809.25,"2,109,780"
2022-10-21,"3,677.75","3,773.25","3,641.50",3764.00,3764.00,"2,681,019"
2022-10-20,"3,708.00","3,748.00","3,666.25",3675.25,3675.25,"2,403,705"
2022-10-19,"3,759.75","3,774.25","3,676.75",3707.25,3707.25,"2,348,844"
2022-10-18,"3,706.25","3,777.25","3,697.25",3732.75,3732.75,"2,746,886"
2022-10-17,"3,591.00","3,702.50","3,590.50",3689.25,3689.25,"1,951,998"
2022-10-14,"3,680.25","3,733.75","3,591.25",3597.50,3597.50,"2,730,405"
2022-10-13,"3,596.25","3,697.75","3,502.00",3681.75,3681.75,"3,288,646"
2022-10-12,"3,607.00","3,635.25","3,585.50",3588.50,3588.50,"1,948,173"
2022-10-11,"3,624.75","3,653.25","3,579.00",3599.25,3599.25,"2,398,140"
2022-10-10,"3,638.75","3,667.50","3,600.00",3625.25,3625.25,"2,024,447"
2022-10-07,"3,745.75","3,770.50","3,632.50",3653.25,3653.25,"2,238,683"
2022-10-06,"3,795.75","3,819.50","3,750.00",3756.75,3756.75,"2,157,569"
2022-10-05,"3,801.00","3,820.00","3,734.00",3794.00,3794.00,"2,089,198"
2022-10-04,"3,696.50","3,808.75","3,686.25",3803.25,3803.25,"2,381,497"
2022-10-03,"3,593.25","3,711.75","3,571.75",3690.25,3690.25,"2,315,515"
2022-09-30,"3,656.50","3,693.75","3,595.25",3601.50,3601.50,"2,976,179"
2022-09-29,"3,730.25","3,736.00","3,622.00",3654.25,3654.25,"2,860,631"
2022-09-28,"3,668.50","3,751.25","3,613.00",3732.00,3732.00,"2,780,935"
2022-09-27,"3,668.00","3,733.00","3,635.25",3661.00,3661.00,"2,963,065"
2022-09-26,"3,705.25","3,730.50","3,657.50",3670.00,3670.00,"2,899,415"
2022-09-23,"3,777.25","3,783.25","3,660.25",3709.00,3709.00,"2,913,560"
2022-09-22,"3,794.00","3,833.00","3,763.50",3772.00,3772.00,"2,578,314"
2022-09-21,"3,878.75","3,925.25","3,792.00",3806.25,3806.25,"2,440,206"
2022-09-20,"3,923.00","3,936.25","3,843.25",3872.75,3872.75,"2,357,296"
2022-09-19,"3,889.50","3,927.00","3,846.25",3917.25,3917.25,"2,100,098"
2022-09-16,"3,888.50","3,888.50","3,846.00",3871.24,3871.24,"2,688,630"
2022-09-15,"3,955.00","3,959.50","3,888.00",3902.00,3902.00,"438,921"
2022-09-14,"3,936.75","3,962.75","3,911.25",3947.50,3947.50,"662,596"
2022-09-13,"4,118.25","4,158.00","3,919.75",3931.25,3931.25,"1,418,271"
2022-09-12,"4,077.25","4,119.75","4,062.25",4110.75,4110.75,"1,718,859"
2022-09-09,"4,010.25","4,077.25","4,005.75",4067.25,4067.25,"1,677,890"
2022-09-08,"3,980.00","4,011.50","3,942.75",4005.50,4005.50,"2,356,008"
2022-09-07,"3,907.50","3,988.75","3,883.50",3980.00,3980.00,"1,956,209"
2022-09-06,"3,929.00","3,963.25","3,886.75",3910.50,3910.50,"2,360,326"
2022-09-02,"3,967.50","4,019.25","3,906.00",3924.50,3924.50,"2,510,355"
2022-09-01,"3,958.00","3,971.25","3,903.50",3968.75,3968.75,"2,212,034"
2022-08-31,"3,987.25","4,018.25","3,953.00",3956.50,3956.50,"2,366,488"
2022-08-30,"4,035.75","4,072.75","3,964.50",3987.50,3987.50,"2,555,455"
2022-08-29,"4,024.00","4,064.00","4,006.75",4031.25,4031.25,"1,963,446"
2022-08-26,"4,198.25","4,217.25","4,042.75",4059.50,4059.50,"2,241,117"
2022-08-25,"4,148.75","4,202.75","4,143.00",4201.00,4201.00,"1,635,476"
2022-08-24,"4,128.25","4,158.50","4,110.75",4142.75,4142.75,"1,348,612"
2022-08-23,"4,147.00","4,161.75","4,118.00",4130.50,4130.50,"1,575,674"
2022-08-22,"4,221.00","4,221.50","4,131.50",4141.25,4141.25,"1,724,203"
2022-08-19,"4,287.00","4,288.00","4,220.75",4231.50,4231.50,"1,701,251"
2022-08-18,"4,279.50","4,295.50","4,258.00",4286.50,4286.50,"1,366,220"
2022-08-17,"4,309.25","4,315.00","4,255.00",4276.75,4276.75,"1,638,797"
2022-08-16,"4,294.50","4,327.50","4,278.75",4307.75,4307.75,"1,363,248"
2022-08-15,"4,277.00","4,304.75","4,249.00",4298.25,4298.25,"1,317,241"
2022-08-12,"4,219.25","4,282.75","4,208.25",4281.00,4281.00,"1,300,170"
2022-08-11,"4,210.75","4,260.50","4,202.75",4209.75,4209.75,"1,598,130"
2022-08-10,"4,128.75","4,213.50","4,113.75",4210.00,4210.00,"1,627,940"
2022-08-09,"4,148.50","4,155.00","4,113.00",4124.50,4124.50,"1,280,085"
2022-08-08,"4,149.75","4,188.00","4,129.25",4141.75,4141.75,"1,536,449"
2022-08-05,"4,152.00","4,166.25","4,103.75",4146.75,4146.75,"1,722,401"
2022-08-04,"4,150.25","4,173.25","4,136.00",4152.25,4152.25,"1,245,063"
2022-08-03,"4,097.00","4,170.00","4,084.50",4156.25,4156.25,"1,696,602"
2022-08-02,"4,119.75","4,143.00","4,080.50",4093.75,4093.75,"1,892,241"
2022-08-01,"4,137.50","4,147.25","4,097.00",4120.50,4120.50,"1,776,936"
2022-07-29,"4,105.00","4,144.00","4,081.00",4133.50,4133.50,"1,919,598"
2022-07-28,"4,022.00","4,111.00","3,994.50",4073.50,4073.50,"2,014,467"
2022-07-27,"3,939.25","4,042.75","3,938.75",4024.50,4024.50,"1,740,431"
2022-07-26,"3,959.00","3,964.50","3,913.25",3923.25,3923.25,"1,589,161"
2022-07-25,"3,967.75","3,988.75","3,946.00",3970.00,3970.00,"1,493,471"
2022-07-22,"3,988.00","4,016.25","3,941.50",3965.00,3965.00,"1,736,592"
2022-07-21,"3,954.00","4,004.75","3,930.25",4001.25,4001.25,"1,821,097"
2022-07-20,"3,947.00","3,977.25","3,922.25",3962.50,3962.50,"1,734,355"
2022-07-19,"3,838.50","3,948.00","3,834.00",3937.50,3937.50,"1,611,604"
2022-07-18,"3,878.50","3,909.50","3,820.25",3833.75,3833.75,"1,439,590"
2022-07-15,"3,797.75","3,868.25","3,780.25",3865.00,3865.00,"1,523,753"
2022-07-14,"3,795.75","3,806.25","3,723.75",3793.25,3793.25,"1,916,260"
2022-07-13,"3,825.00","3,873.00","3,752.00",3804.50,3804.50,"2,157,968"
2022-07-12,"3,862.00","3,876.50","3,804.75",3823.75,3823.75,"1,640,864"
2022-07-11,"3,900.00","3,900.75","3,850.00",3856.75,3856.75,"1,486,103"
2022-07-08,"3,897.00","3,922.00","3,868.00",3901.25,3901.25,"1,485,497"
2022-07-07,"3,853.75","3,914.25","3,832.50",3905.00,3905.00,"1,314,443"
2022-07-06,"3,838.00","3,875.00","3,808.75",3848.25,3848.25,"1,684,324"
2022-07-05,"3,828.50","3,857.75","3,744.00",3834.00,3834.00,"2,031,501"
2022-07-01,"3,782.00","3,833.50","3,744.50",3827.25,3827.25,"1,752,977"
2022-06-30,"3,822.75","3,825.00","3,741.25",3789.50,3789.50,"2,394,361"
2022-06-29,"3,828.25","3,840.00","3,801.25",3821.25,3821.25,"1,717,770"
2022-06-28,"3,911.25","3,950.00","3,821.75",3825.50,3825.50,"1,791,690"
2022-06-27,"3,915.00","3,948.00","3,892.50",3903.75,3903.75,"1,497,368"
2022-06-24,"3,785.25","3,919.75","3,781.25",3916.25,3916.25,"1,563,128"
2022-06-23,"3,761.25","3,805.75","3,735.00",3799.75,3799.75,"1,607,695"
2022-06-22,"3,766.25","3,805.50","3,693.25",3762.75,3762.75,"1,660,579"
2022-06-21,"3,684.00","3,783.75","3,661.50",3767.75,3767.75,"1,566,039"
2022-06-17,"3,677.50","3,710.75","3,663.76",3663.76,3663.76,"2,207,570"
2022-06-16,"3,794.25","3,828.75","3,639.00",3668.25,3668.25,"544,027"
2022-06-15,"3,740.00","3,839.00","3,720.25",3789.25,3789.25,"777,545"
2022-06-14,"3,758.25","3,805.00","3,705.25",3736.75,3736.75,"1,341,257"
2022-06-13,"3,870.75","3,876.50","3,732.50",3750.50,3750.50,"2,155,159"
2022-06-10,"4,025.25","4,029.50","3,895.25",3899.00,3899.00,"2,117,225"
2022-06-09,"4,116.00","4,144.25","4,014.75",4016.25,4016.25,"2,024,783"
2022-06-08,"4,150.75","4,160.00","4,105.25",4114.00,4114.00,"1,706,628"
2022-06-07,"4,122.00","4,164.00","4,076.00",4158.75,4158.75,"1,677,883"
2022-06-06,"4,110.50","4,168.25","4,104.50",4120.50,4120.50,"1,457,918"
2022-06-03,"4,177.75","4,189.00","4,096.75",4107.00,4107.00,"1,532,766"
2022-06-02,"4,097.75","4,179.00","4,072.25",4175.25,4175.25,"1,513,748"
